#int_mass winds winds_init
0.5 2.78865940E-05 2.78865940E-05
0.6 6.47823634E-05 4.12443139E-05
0.7 1.34959884E-04 4.73018934E-05
0.8 1.91338589E-04 5.31683953E-05
0.9 2.36883175E-04 5.86933783E-05
1.0 2.74921277E-04 6.41438221E-05
1.1 2.45738246E-04 6.73880759E-05
1.2 3.28130408E-04 7.50910173E-05
1.3 3.45578379E-04 8.04787832E-05
1.4 3.59956496E-04 8.59884958E-05
1.5 3.72843259E-04 9.19615776E-05
1.6 3.81927771E-04 9.73939981E-05
1.7 3.86455990E-04 9.97117358E-05
1.8 3.89226347E-04 1.01297210E-04
1.9 3.91445545E-04 1.02758987E-04
2.0 3.92711838E-04 1.04095884E-04
