#int_mass winds winds_init
0.5 2.12357143E-98 9.12028468E-99
0.6 2.28375750E-98 1.34889145E-98
0.7 2.70279604E-98 1.54700403E-98
0.8 3.01678114E-98 1.73886743E-98
0.9 2.25872172E-96 1.91956149E-98
1.0 1.93419864E-88 2.09781775E-98
1.1 1.93480382E-88 2.20392076E-98
1.2 3.32296835E-82 2.45584475E-98
1.3 1.27159687E-80 2.63205113E-98
1.4 3.03590734E-82 2.81224577E-98
1.5 1.44524704E-82 3.00759485E-98
1.6 3.08509495E-82 3.18526166E-98
1.7 3.54156297E-79 3.26106306E-98
1.8 6.94839675E-83 3.31291584E-98
1.9 4.76097391E-80 3.36072311E-98
2.0 7.23473198E-82 3.40444622E-98
