#wind_eta winds winds_init
0.5 1.80080818E-02 1.80080818E-02
0.6 2.04180621E-02 2.04180621E-02
0.7 2.22887861E-02 2.22887861E-02
0.8 2.41459673E-02 2.41459703E-02
0.9 2.49827903E-02 2.51247029E-02
1.0 2.59960837E-02 2.62679729E-02
1.1 2.72295159E-02 2.76202407E-02
1.2 2.78818209E-02 2.82627307E-02
1.3 2.93830610E-02 2.99251979E-02
1.4 3.04779739E-02 3.10723391E-02
1.5 3.15208617E-02 3.21464607E-02
1.6 3.25309091E-02 3.31769771E-02
1.7 3.32599766E-02 3.39195531E-02
1.8 3.38895282E-02 3.45601755E-02
1.9 3.44247997E-02 3.51042207E-02
2.0 3.49223639E-02 3.56075405E-02
