#wind_eta winds winds_init
0.5 8.32778395E-02 1.19705358E-01
0.6 9.27836300E-02 1.35725251E-01
0.7 9.33431712E-02 1.48160539E-01
0.8 9.38537024E-02 1.60505825E-01
0.9 2.79879493E-01 1.67011766E-01
1.0 4.73284307E-01 1.74611440E-01
1.1 6.55936341E-01 1.83600387E-01
1.2 6.57617166E-01 1.87871219E-01
1.3 8.84875746E-01 1.98922159E-01
1.4 9.61668843E-01 2.06547566E-01
1.5 1.00266714E+00 2.13687589E-01
1.6 1.01937288E+00 2.20537754E-01
1.7 1.02894968E+00 2.25473889E-01
1.8 1.03406022E+00 2.29732307E-01
1.9 1.03705324E+00 2.33348746E-01
2.0 1.03491403E+00 2.36694470E-01
