#wind_eta winds winds_init
0.5 4.17411549E-06 6.36615962E-06
0.6 4.57390022E-06 7.21812817E-06
0.7 4.57322085E-06 7.87946056E-06
0.8 4.57399469E-06 8.53600640E-06
0.9 7.17352326E-06 8.88200482E-06
1.0 1.09572865E-05 9.28616997E-06
1.1 1.59073141E-05 9.76421938E-06
1.2 1.56556190E-05 9.99135038E-06
1.3 2.44524687E-05 1.05790605E-05
1.4 2.90384681E-05 1.09845942E-05
1.5 3.29235182E-05 1.13643142E-05
1.6 3.68830403E-05 1.17286191E-05
1.7 3.97792726E-05 1.19911322E-05
1.8 4.24355365E-05 1.22176030E-05
1.9 4.48162087E-05 1.24099321E-05
2.0 4.70231104E-05 1.25878641E-05
