#int_mass winds winds_init
0.5 3.12576870E-98 8.86809846E-99
0.6 2.73027027E-56 1.31159307E-98
0.7 1.06555222E-49 1.50422761E-98
0.8 3.57185732E-55 1.69078577E-98
0.9 7.66748271E-51 1.86648343E-98
1.0 1.63870934E-50 2.03981070E-98
1.1 3.85975141E-51 2.14297985E-98
1.2 1.29725329E-50 2.38793785E-98
1.3 1.19018425E-50 2.55927193E-98
1.4 1.64108903E-50 2.73448398E-98
1.5 1.91095644E-50 2.92443144E-98
1.6 6.39325869E-51 3.09718556E-98
1.7 6.27611462E-51 3.17089096E-98
1.8 6.76931096E-51 3.22130996E-98
1.9 9.67228506E-51 3.26779531E-98
2.0 5.27151315E-51 3.31030941E-98
