#wind_eta winds winds_init
0.5 1.61708341E-97 1.83161422E-98
0.6 9.53566714E-98 2.07673496E-98
0.7 1.17567476E-97 2.26700757E-98
0.8 9.59822596E-98 2.45590304E-98
0.9 8.39861663E-98 2.55545059E-98
1.0 8.53523880E-98 2.67173335E-98
1.1 9.77139258E-88 2.80927343E-98
1.2 3.37668729E-90 2.87462152E-98
1.3 4.91365726E-90 3.04371219E-98
1.4 1.72882166E-88 3.16038871E-98
1.5 9.38787214E-87 3.26963834E-98
1.6 2.52653743E-87 3.37445287E-98
1.7 1.86306537E-87 3.44998077E-98
1.8 1.44376729E-88 3.51513891E-98
1.9 1.21096680E-89 3.57047412E-98
2.0 7.14470830E-88 3.62166712E-98
