#int_mass winds winds_init
0.5 8.26173587E-20 9.44109312E-99
0.6 7.25959702E-07 1.39633907E-98
0.7 3.58245825E-06 1.60142031E-98
0.8 6.92231908E-06 1.80003255E-98
0.9 1.02254512E-05 1.98708257E-98
1.0 1.36137360E-05 2.17160904E-98
1.1 8.13499110E-06 2.28144426E-98
1.2 2.06743756E-05 2.54222974E-98
1.3 2.39944381E-05 2.72463423E-98
1.4 2.70528704E-05 2.91116726E-98
1.5 2.98507153E-05 3.11338780E-98
1.6 3.22846709E-05 3.29730409E-98
1.7 3.42450785E-05 3.37577182E-98
1.8 3.59621035E-05 3.42944854E-98
1.9 3.75257091E-05 3.47893744E-98
2.0 3.86915223E-05 3.52419851E-98
