#int_mass winds winds_init
0.5 3.05496478E-07 3.05496478E-07
0.6 4.76377559E-07 4.51829743E-07
0.7 6.20365069E-07 5.18190274E-07
0.8 7.54249452E-07 5.82457559E-07
0.9 8.73554792E-07 6.42983517E-07
1.0 9.87220598E-07 7.02692903E-07
1.1 9.38008290E-07 7.38233568E-07
1.2 1.20299053E-06 8.22618970E-07
1.3 1.29979064E-06 8.81641722E-07
1.4 1.39221226E-06 9.42000395E-07
1.5 1.48537375E-06 1.00743526E-06
1.6 1.56709748E-06 1.06694720E-06
1.7 1.60933871E-06 1.09233792E-06
1.8 1.64069218E-06 1.10970672E-06
1.9 1.66892657E-06 1.12572042E-06
2.0 1.69184301E-06 1.14036608E-06
