#wind_eta winds winds_init
0.5 2.06554022E-04 2.06554022E-04
0.6 2.34196673E-04 2.34196673E-04
0.7 2.55654016E-04 2.55654015E-04
0.8 2.76957635E-04 2.76956055E-04
0.9 2.92082389E-04 2.88182189E-04
1.0 3.14176129E-04 3.01295580E-04
1.1 3.41448668E-04 3.16806191E-04
1.2 3.48181657E-04 3.24175598E-04
1.3 3.87556047E-04 3.43244219E-04
1.4 4.10343938E-04 3.56402014E-04
1.5 4.30588273E-04 3.68722267E-04
1.6 4.49400537E-04 3.80542367E-04
1.7 4.62425393E-04 3.89059767E-04
1.8 4.73537694E-04 3.96407754E-04
1.9 4.82799814E-04 4.02647992E-04
2.0 4.91105361E-04 4.08421108E-04
