#wind_eta winds winds_init
0.5 1.09490388E+01 1.29553268E+01
0.6 1.28890338E+01 1.46891085E+01
0.7 1.31043887E+01 1.60349398E+01
0.8 1.32094563E+01 1.73710304E+01
0.9 1.33216390E+01 1.80751476E+01
1.0 1.34130765E+01 1.88976359E+01
1.1 1.35139719E+01 1.98704809E+01
1.2 1.35220283E+01 2.03326993E+01
1.3 1.37623977E+01 2.15287071E+01
1.4 1.38694443E+01 2.23539804E+01
1.5 1.39853296E+01 2.31267221E+01
1.6 1.40939156E+01 2.38680936E+01
1.7 1.41883244E+01 2.44023156E+01
1.8 1.42816630E+01 2.48631905E+01
1.9 1.43677486E+01 2.52545861E+01
2.0 1.44523486E+01 2.56166831E+01
