#wind_eta winds winds_init
0.5 5.43885251E-05 5.43885243E-05
0.6 6.16672164E-05 6.16672159E-05
0.7 6.73172316E-05 6.73172301E-05
0.8 7.29263629E-05 7.29263511E-05
0.9 7.61166376E-05 7.58823473E-05
1.0 7.96830607E-05 7.93352840E-05
1.1 8.38375658E-05 8.34194420E-05
1.2 8.57674964E-05 8.53599085E-05
1.3 9.08560847E-05 9.03809396E-05
1.4 9.43180312E-05 9.38455686E-05
1.5 9.75477610E-05 9.70896612E-05
1.6 1.00642566E-04 1.00202057E-04
1.7 1.02876622E-04 1.02444806E-04
1.8 1.04805223E-04 1.04379632E-04
1.9 1.06444242E-04 1.06022773E-04
2.0 1.07959867E-04 1.07542914E-04
