#wind_eta winds winds_init
0.5 9.64481950E-04 9.64481935E-04
0.6 1.09355636E-03 1.09355634E-03
0.7 1.19374913E-03 1.19374911E-03
0.8 1.29321650E-03 1.29321671E-03
0.9 1.33889579E-03 1.34563594E-03
1.0 1.39375074E-03 1.40686752E-03
1.1 1.46018748E-03 1.47929266E-03
1.2 1.49505908E-03 1.51370332E-03
1.3 1.57571797E-03 1.60274221E-03
1.4 1.63425382E-03 1.66418112E-03
1.5 1.68989575E-03 1.72170923E-03
1.6 1.74371168E-03 1.77690192E-03
1.7 1.78257204E-03 1.81667301E-03
1.8 1.81612180E-03 1.85098365E-03
1.9 1.84464598E-03 1.88012178E-03
2.0 1.87114932E-03 1.90707872E-03
