#int_mass winds winds_init
0.5 1.11050189E-05 1.11050189E-05
0.6 1.64010244E-05 1.64243394E-05
0.7 1.87382425E-05 1.88365930E-05
0.8 2.10081199E-05 2.11727555E-05
0.9 2.31534021E-05 2.33729181E-05
1.0 2.52735046E-05 2.55433976E-05
1.1 2.66454630E-05 2.68353266E-05
1.2 2.95431252E-05 2.99027973E-05
1.3 3.16552325E-05 3.20483172E-05
1.4 3.38221701E-05 3.42423988E-05
1.5 3.61779740E-05 3.66210036E-05
1.6 3.83239734E-05 3.87843059E-05
1.7 3.92342942E-05 3.97072770E-05
1.8 3.98556595E-05 4.03386456E-05
1.9 4.04293865E-05 4.09207554E-05
2.0 4.09565325E-05 4.14531355E-05
