#wind_eta winds winds_init
0.5 1.73747507E-97 1.82293639E-98
0.6 7.40193591E-98 2.06689579E-98
0.7 3.10291300E-79 2.25626693E-98
0.8 3.77765735E-69 2.44426745E-98
0.9 1.31027313E-56 2.54334336E-98
1.0 2.31278052E-54 2.65907520E-98
1.1 2.06305126E-49 2.79596364E-98
1.2 5.87335607E-51 2.86100213E-98
1.3 3.82977314E-50 3.02929168E-98
1.4 1.76626402E-50 3.14541540E-98
1.5 1.50796999E-50 3.25414743E-98
1.6 1.67367905E-50 3.35846537E-98
1.7 1.38262770E-50 3.43363543E-98
1.8 1.11197999E-50 3.49848487E-98
1.9 1.25012732E-50 3.55355791E-98
2.0 1.18834208E-50 3.60450837E-98
