#wind_eta winds winds_init
0.5 2.55865782E-06 2.55865782E-06
0.6 2.90107714E-06 2.90107714E-06
0.7 3.16687684E-06 3.16687683E-06
0.8 3.43078463E-06 3.43075274E-06
0.9 4.09108650E-06 3.56981484E-06
1.0 4.97603985E-06 3.73225506E-06
1.1 5.96536662E-06 3.92439050E-06
1.2 6.00812162E-06 4.01567795E-06
1.3 7.48753260E-06 4.25188771E-06
1.4 8.17328701E-06 4.41487798E-06
1.5 8.72093661E-06 4.56749331E-06
1.6 9.19466003E-06 4.71391307E-06
1.7 9.51086456E-06 4.81942113E-06
1.8 9.77737963E-06 4.91044324E-06
1.9 9.99542661E-06 4.98774329E-06
2.0 1.01806502E-05 5.05925691E-06
