#int_mass winds winds_init
0.5 9.75192700E-99 8.86229314E-99
0.6 1.31355016E-98 1.31073447E-98
0.7 1.54834153E-98 1.50324290E-98
0.8 1.92672014E-98 1.68967893E-98
0.9 2.42103498E-98 1.86526158E-98
1.0 5.46747025E-89 2.03847538E-98
1.1 4.57327539E-98 2.14157699E-98
1.2 2.07218143E-82 2.38637463E-98
1.3 1.26852903E-82 2.55759655E-98
1.4 7.24207985E-83 2.73269391E-98
1.5 9.11663948E-83 2.92251702E-98
1.6 1.10379702E-82 3.09515805E-98
1.7 4.78284949E-80 3.16881520E-98
1.8 2.51209236E-83 3.21920119E-98
1.9 1.78057139E-83 3.26565611E-98
2.0 9.55229123E-83 3.30814239E-98
