#int_mass winds winds_init
0.5 9.38054659E-11 1.11077831E-74
0.6 2.95513644E-12 1.64284277E-74
0.7 2.77932180E-12 1.88412817E-74
0.8 2.53906749E-12 2.11780257E-74
0.9 2.22941724E-12 2.33787359E-74
1.0 1.95316750E-12 2.55497557E-74
1.1 2.42177456E-11 2.68420063E-74
1.2 1.47155726E-12 2.99102405E-74
1.3 1.26715795E-12 3.20562944E-74
1.4 1.05873347E-12 3.42509222E-74
1.5 7.82242512E-13 3.66301190E-74
1.6 5.76235271E-13 3.87939598E-74
1.7 5.37836597E-13 3.97171607E-74
1.8 5.39436594E-13 4.03486864E-74
1.9 5.40638824E-13 4.09309411E-74
2.0 5.35832631E-13 4.14634538E-74
