#int_mass winds winds_init
0.5 3.04980867E-98 8.86229314E-99
0.6 1.09974157E-90 1.31073447E-98
0.7 1.22922362E-74 1.50324290E-98
0.8 2.28910224E-74 1.68967893E-98
0.9 3.10568659E-74 1.86526158E-98
1.0 8.50370089E-73 2.03847538E-98
1.1 4.63511950E-75 2.14157699E-98
1.2 3.87943206E-74 2.38637463E-98
1.3 4.84108496E-74 2.55759655E-98
1.4 2.57496235E-74 2.73269391E-98
1.5 7.48752961E-74 2.92251702E-98
1.6 7.85203251E-74 3.09515805E-98
1.7 7.27747866E-74 3.16881520E-98
1.8 8.69142857E-74 3.21920119E-98
1.9 9.21391807E-74 3.26565611E-98
2.0 4.96774025E-74 3.30814239E-98
