#int_mass winds winds_init
0.5 2.47036660E-98 8.86229314E-99
0.6 1.12574083E-82 1.31073447E-98
0.7 1.93763326E-76 1.50324290E-98
0.8 1.30669559E-76 1.68967893E-98
0.9 2.21259359E-75 1.86526158E-98
1.0 1.53148319E-69 2.03847538E-98
1.1 6.49782442E-72 2.14157699E-98
1.2 1.47536303E-68 2.38637463E-98
1.3 4.31306374E-69 2.55759655E-98
1.4 5.77823957E-69 2.73269391E-98
1.5 7.47312536E-69 2.92251702E-98
1.6 1.94040282E-68 3.09515805E-98
1.7 1.49630534E-68 3.16881520E-98
1.8 1.92735855E-68 3.21920119E-98
1.9 2.41369523E-68 3.26565611E-98
2.0 1.18437452E-68 3.30814239E-98
