#int_mass winds winds_init
0.5 3.88853239E-03 3.88815284E-03
0.6 5.75224316E-03 5.75058380E-03
0.7 6.59708244E-03 6.59517582E-03
0.8 7.41571451E-03 7.41312642E-03
0.9 8.18683685E-03 8.18345994E-03
1.0 8.94776711E-03 8.94340067E-03
1.1 9.39772891E-03 9.39573826E-03
1.2 1.04769096E-02 1.04697387E-02
1.3 1.12296404E-02 1.12209404E-02
1.4 1.19993983E-02 1.19891448E-02
1.5 1.28335660E-02 1.28219555E-02
1.6 1.35923377E-02 1.35793833E-02
1.7 1.39166298E-02 1.39025393E-02
1.8 1.41387498E-02 1.41235976E-02
1.9 1.43435632E-02 1.43274092E-02
2.0 1.45307479E-02 1.45138092E-02
