#int_mass winds winds_init
0.5 2.55082864E-98 8.86229314E-99
0.6 1.94427471E-46 1.31073447E-98
0.7 1.35598864E-43 1.50324290E-98
0.8 1.72411422E-43 1.68967893E-98
0.9 1.99766354E-43 1.86526158E-98
1.0 2.51644633E-43 2.03847538E-98
1.1 1.86341913E-43 2.14157699E-98
1.2 3.33571106E-43 2.38637463E-98
1.3 3.72614715E-43 2.55759655E-98
1.4 4.05881892E-43 2.73269391E-98
1.5 4.09575552E-43 2.92251702E-98
1.6 4.58076660E-43 3.09515805E-98
1.7 5.26009598E-43 3.16881520E-98
1.8 5.65970234E-43 3.21920119E-98
1.9 5.96220377E-43 3.26565611E-98
2.0 6.02773768E-43 3.30814239E-98
