#int_mass winds winds_init
0.5 1.55309629E-98 9.01799511E-99
0.6 5.85186325E-78 1.33376281E-98
0.7 1.10613009E-88 1.52965343E-98
0.8 1.16864466E-89 1.71936497E-98
0.9 4.15679210E-66 1.89803243E-98
1.0 2.78392753E-63 2.07428944E-98
1.1 2.18118920E-66 2.17920245E-98
1.2 4.75762399E-60 2.42830095E-98
1.3 2.88713648E-60 2.60253107E-98
1.4 2.22033002E-60 2.78070471E-98
1.5 3.35203220E-60 2.97386284E-98
1.6 2.55383889E-60 3.14953700E-98
1.7 1.15301187E-59 3.22448824E-98
1.8 1.78340945E-60 3.27575947E-98
1.9 1.53755027E-60 3.32303055E-98
2.0 2.63175216E-60 3.36626327E-98
