#int_mass winds winds_init
0.5 9.21212142E-06 9.21212187E-06
0.6 1.65822754E-05 1.36247419E-05
0.7 2.72514020E-05 1.56258167E-05
0.8 3.65039240E-05 1.75637705E-05
0.9 4.43350642E-05 1.93889061E-05
1.0 5.13912190E-05 2.11894183E-05
1.1 4.54888465E-05 2.22611326E-05
1.2 6.33273081E-05 2.48057400E-05
1.3 6.80979531E-05 2.65855471E-05
1.4 7.23788860E-05 2.84056383E-05
1.5 7.64582403E-05 3.03787999E-05
1.6 7.98266702E-05 3.21733582E-05
1.7 8.17674722E-05 3.29390050E-05
1.8 8.32302325E-05 3.34627542E-05
1.9 8.45089414E-05 3.39456409E-05
2.0 8.54872242E-05 3.43872747E-05
