#wind_eta winds winds_init
0.5 2.55604523E-98 1.82174304E-98
0.6 3.51346497E-98 2.06554274E-98
0.7 2.75716392E-98 2.25478991E-98
0.8 2.82819672E-98 2.44266736E-98
0.9 3.09367077E-98 2.54167841E-98
1.0 3.06630568E-98 2.65733449E-98
1.1 4.09272501E-64 2.79413332E-98
1.2 3.21429565E-64 2.85912923E-98
1.3 1.91490991E-59 3.02730861E-98
1.4 2.49198334E-58 3.14335632E-98
1.5 3.25819267E-58 3.25201717E-98
1.6 1.63918645E-58 3.35626682E-98
1.7 1.40182522E-58 3.43138767E-98
1.8 3.46428906E-58 3.49619466E-98
1.9 1.50553098E-58 3.55123165E-98
2.0 3.12653633E-58 3.60214875E-98
