#int_mass winds winds_init
0.5 1.22452248E-06 1.22452248E-06
0.6 1.92250340E-06 1.81107056E-06
0.7 2.49074088E-06 2.07706368E-06
0.8 2.98578638E-06 2.33466644E-06
0.9 3.41621759E-06 2.57727282E-06
1.0 3.80771090E-06 2.81660614E-06
1.1 3.80252849E-06 2.95906390E-06
1.2 4.48248514E-06 3.29730617E-06
1.3 4.77343679E-06 3.53388724E-06
1.4 5.05497873E-06 3.77582310E-06
1.5 5.34772366E-06 4.03810586E-06
1.6 5.60138421E-06 4.27664776E-06
1.7 5.71190875E-06 4.37842146E-06
1.8 5.78555605E-06 4.44804089E-06
1.9 5.85187085E-06 4.51222866E-06
2.0 5.90915874E-06 4.57093288E-06
