#int_mass winds winds_init
0.5 1.46787798E-07 1.46787370E-07
0.6 2.32997323E-07 2.17098737E-07
0.7 3.07683720E-07 2.48984171E-07
0.8 3.72183338E-07 2.79863826E-07
0.9 4.27982228E-07 3.08945818E-07
1.0 4.78195690E-07 3.37635457E-07
1.1 4.74783668E-07 3.54712318E-07
1.2 5.63019787E-07 3.95258485E-07
1.3 5.99110567E-07 4.23618205E-07
1.4 6.33948953E-07 4.52619819E-07
1.5 6.69756468E-07 4.84060480E-07
1.6 7.00684437E-07 5.12655249E-07
1.7 7.14293504E-07 5.24855183E-07
1.8 7.23476651E-07 5.33200684E-07
1.9 7.31806971E-07 5.40895075E-07
2.0 7.38923257E-07 5.47932135E-07
