#wind_eta winds winds_init
0.5 2.82683887E-97 1.82174304E-98
0.6 1.39121665E-97 2.06554274E-98
0.7 1.43567670E-97 2.25478991E-98
0.8 1.33709031E-97 2.44266736E-98
0.9 3.95935027E-91 2.54167841E-98
1.0 1.00319116E-83 2.65733449E-98
1.1 1.94711332E-82 2.79413332E-98
1.2 1.33841533E-82 2.85912923E-98
1.3 3.72905614E-83 3.02730861E-98
1.4 1.27303912E-83 3.14335632E-98
1.5 1.18634994E-81 3.25201717E-98
1.6 4.60537993E-81 3.35626682E-98
1.7 1.71707432E-82 3.43138767E-98
1.8 7.97294529E-82 3.49619466E-98
1.9 9.30100368E-83 3.55123165E-98
2.0 6.40017469E-83 3.60214875E-98
