#wind_eta winds winds_init
0.5 1.47477606E-19 1.82174304E-98
0.6 2.78116938E-21 2.06554274E-98
0.7 7.14148534E-15 2.25478991E-98
0.8 2.77140458E-11 2.44266736E-98
0.9 5.06274553E-07 2.54167841E-98
1.0 1.06654354E-06 2.65733449E-98
1.1 1.62859841E-06 2.79413332E-98
1.2 1.59026400E-06 2.85912923E-98
1.3 2.41556403E-06 3.02730861E-98
1.4 2.73081772E-06 3.14335632E-98
1.5 2.95331719E-06 3.25201717E-98
1.6 3.12838467E-06 3.35626682E-98
1.7 3.24243187E-06 3.43138767E-98
1.8 3.33771176E-06 3.49619466E-98
1.9 3.41446723E-06 3.55123165E-98
2.0 3.47452857E-06 3.60214875E-98
