#int_mass winds winds_init
0.5 3.32773522E-98 8.86361264E-99
0.6 1.19136967E-48 1.31092962E-98
0.7 2.26780621E-43 1.50346672E-98
0.8 2.85498255E-43 1.68993051E-98
0.9 3.22662753E-43 1.86553929E-98
1.0 4.02316710E-43 2.03877889E-98
1.1 3.08830506E-43 2.14189585E-98
1.2 5.04413090E-43 2.38672994E-98
1.3 5.55689186E-43 2.55797735E-98
1.4 5.88907749E-43 2.73310078E-98
1.5 6.04297895E-43 2.92295216E-98
1.6 6.66696362E-43 3.09561889E-98
1.7 7.48798143E-43 3.16928701E-98
1.8 8.19473227E-43 3.21968050E-98
1.9 8.44884018E-43 3.26614233E-98
2.0 8.09356999E-43 3.30863493E-98
