#wind_eta winds winds_init
0.5 6.93167581E-06 6.93167581E-06
0.6 7.85932610E-06 7.85932610E-06
0.7 8.57940575E-06 8.57940570E-06
0.8 9.29443043E-06 9.29427357E-06
0.9 1.14708960E-05 9.67100758E-06
1.0 1.37338894E-05 1.01110754E-05
1.1 1.60381907E-05 1.06315907E-05
1.2 1.61536413E-05 1.08788981E-05
1.3 1.93966743E-05 1.15188154E-05
1.4 2.08111932E-05 1.19603734E-05
1.5 2.19077807E-05 1.23738245E-05
1.6 2.28462901E-05 1.27704912E-05
1.7 2.34905513E-05 1.30563237E-05
1.8 2.40396942E-05 1.33029123E-05
1.9 2.44950067E-05 1.35123263E-05
2.0 2.48829991E-05 1.37060643E-05
