#wind_eta winds winds_init
0.5 2.51835710E-04 2.51835909E-04
0.6 2.85538387E-04 2.85538532E-04
0.7 3.11699518E-04 3.11699868E-04
0.8 3.37671151E-04 3.37671856E-04
0.9 3.52404529E-04 3.51359044E-04
1.0 3.69308491E-04 3.67347223E-04
1.1 3.89054357E-04 3.86258155E-04
1.2 3.97962128E-04 3.95243123E-04
1.3 4.22388427E-04 4.18492070E-04
1.4 4.38839533E-04 4.34534388E-04
1.5 4.54109906E-04 4.49555553E-04
1.6 4.68709591E-04 4.63966919E-04
1.7 4.79212111E-04 4.74351549E-04
1.8 4.88272297E-04 4.83310401E-04
1.9 4.95963810E-04 4.90918659E-04
2.0 5.03066728E-04 4.97957388E-04
