#wind_eta winds winds_init
0.5 4.05548897E-98 1.82174304E-98
0.6 7.62294713E-98 2.06554274E-98
0.7 1.56979275E-74 2.25478991E-98
0.8 1.32004238E-67 2.44266736E-98
0.9 3.27592399E-54 2.54167841E-98
1.0 3.31179884E-48 2.65733449E-98
1.1 3.68696398E-48 2.79413332E-98
1.2 3.24387213E-48 2.85912923E-98
1.3 4.78929744E-48 3.02730861E-98
1.4 6.24371591E-48 3.14335632E-98
1.5 6.49507995E-48 3.25201717E-98
1.6 7.40562588E-48 3.35626682E-98
1.7 7.14010945E-48 3.43138767E-98
1.8 8.67833055E-48 3.49619466E-98
1.9 8.57326203E-48 3.55123165E-98
2.0 9.41029365E-48 3.60214875E-98
