#wind_eta winds winds_init
0.5 3.22009214E-98 1.82174304E-98
0.6 7.45568215E-98 2.06554274E-98
0.7 2.54814075E-54 2.25478991E-98
0.8 3.79077979E-51 2.44266736E-98
0.9 4.38148941E-44 2.54167841E-98
1.0 7.05236104E-42 2.65733449E-98
1.1 3.21100520E-41 2.79413332E-98
1.2 5.90984740E-43 2.85912923E-98
1.3 8.91537683E-43 3.02730861E-98
1.4 1.18501832E-42 3.14335632E-98
1.5 1.21379062E-42 3.25201717E-98
1.6 1.42165388E-42 3.35626682E-98
1.7 1.40678491E-42 3.43138767E-98
1.8 1.70367110E-42 3.49619466E-98
1.9 1.70363006E-42 3.55123165E-98
2.0 1.88194570E-42 3.60214875E-98
