#wind_eta winds winds_init
0.5 9.74754110E-05 6.25476390E-05
0.6 1.28251582E-04 7.09182462E-05
0.7 1.35933366E-04 7.74158494E-05
0.8 1.38773333E-04 8.38664248E-05
0.9 1.58773928E-04 8.72658658E-05
1.0 1.68895541E-04 9.12367961E-05
1.1 1.75524738E-04 9.59336406E-05
1.2 1.73213818E-04 9.81652070E-05
1.3 1.84327852E-04 1.03939470E-04
1.4 1.85071176E-04 1.07923846E-04
1.5 1.85439806E-04 1.11654603E-04
1.6 1.85270349E-04 1.15233905E-04
1.7 1.85783034E-04 1.17813101E-04
1.8 1.86459251E-04 1.20038181E-04
1.9 1.87243323E-04 1.21927818E-04
2.0 1.88022859E-04 1.23676004E-04
