#wind_eta winds winds_init
0.5 1.45492196E-04 2.70104699E-04
0.6 1.52415468E-04 3.06252192E-04
0.7 1.52319027E-04 3.34311335E-04
0.8 1.52226411E-04 3.62167394E-04
0.9 1.52586411E-04 3.76847484E-04
1.0 1.52717714E-04 3.93995485E-04
1.1 1.52659889E-04 4.14278261E-04
1.2 1.52388591E-04 4.23915021E-04
1.3 1.52646376E-04 4.48850503E-04
1.4 1.52573633E-04 4.66056569E-04
1.5 1.52584397E-04 4.82167407E-04
1.6 1.52349771E-04 4.97624208E-04
1.7 1.52507432E-04 5.08762165E-04
1.8 1.52235598E-04 5.18370914E-04
1.9 1.52666502E-04 5.26531093E-04
2.0 1.52462647E-04 5.34080428E-04
