#wind_eta winds winds_init
0.5 1.19856302E-97 1.82174304E-98
0.6 1.59125430E-97 2.06554274E-98
0.7 1.55603398E-97 2.25478991E-98
0.8 1.34744263E-97 2.44266736E-98
0.9 1.35792020E-97 2.54167841E-98
1.0 1.37679933E-97 2.65733449E-98
1.1 1.45777017E-97 2.79413332E-98
1.2 1.69041752E-97 2.85912923E-98
1.3 1.45565318E-97 3.02730861E-98
1.4 1.51532572E-97 3.14335632E-98
1.5 1.62540615E-97 3.25201717E-98
1.6 1.69347769E-97 3.35626682E-98
1.7 1.74625972E-97 3.43138767E-98
1.8 1.64275921E-97 3.49619466E-98
1.9 1.64018132E-97 3.55123165E-98
2.0 1.62916826E-97 3.60214875E-98
