#int_mass winds winds_init
0.5 3.27493968E-98 8.95468084E-99
0.6 2.92761666E-98 1.32439862E-98
0.7 3.40703790E-98 1.51891392E-98
0.8 3.14548345E-98 1.70729351E-98
0.9 3.60135951E-98 1.88470657E-98
1.0 4.69047920E-93 2.05972610E-98
1.1 8.77846815E-97 2.16390252E-98
1.2 2.61516189E-85 2.41125213E-98
1.3 5.02451704E-87 2.58425901E-98
1.4 1.83805019E-84 2.76118172E-98
1.5 7.97415214E-87 2.95298370E-98
1.6 2.85673552E-84 3.12742448E-98
1.7 1.29506190E-83 3.20184949E-98
1.8 9.48189481E-85 3.25276075E-98
1.9 1.72058443E-84 3.29969995E-98
2.0 1.61597978E-87 3.34262914E-98
