#wind_eta winds winds_init
0.5 1.16754873E-05 1.16754873E-05
0.6 1.32379909E-05 1.32379909E-05
0.7 1.44508694E-05 1.44508694E-05
0.8 1.56549848E-05 1.56549694E-05
0.9 1.72431666E-05 1.62895278E-05
1.0 1.85006892E-05 1.70307635E-05
1.1 1.97858373E-05 1.79075024E-05
1.2 2.01518238E-05 1.83240589E-05
1.3 2.17394514E-05 1.94019147E-05
1.4 2.25937675E-05 2.01456604E-05
1.5 2.33322035E-05 2.08420639E-05
1.6 2.40149197E-05 2.15101963E-05
1.7 2.45136575E-05 2.19916432E-05
1.8 2.49459326E-05 2.24069889E-05
1.9 2.53144385E-05 2.27597190E-05
2.0 2.56484404E-05 2.30860450E-05
