#wind_eta winds winds_init
0.5 4.60807044E-98 1.84263932E-98
0.6 6.87985871E-98 2.08923552E-98
0.7 7.21181813E-98 2.28065345E-98
0.8 6.32643153E-98 2.47068594E-98
0.9 6.00787556E-98 2.57083270E-98
1.0 7.27503408E-98 2.68781541E-98
1.1 7.73650048E-98 2.82618339E-98
1.2 8.54151406E-98 2.89192483E-98
1.3 6.98416204E-86 3.06203332E-98
1.4 7.24886305E-84 3.17941215E-98
1.5 2.12576461E-84 3.28931939E-98
1.6 1.00501878E-84 3.39476483E-98
1.7 8.82897383E-85 3.47074736E-98
1.8 1.94780109E-83 3.53629772E-98
1.9 7.04774979E-85 3.59196600E-98
2.0 4.28321231E-84 3.64346715E-98
