#wind_eta winds winds_init
0.5 3.66330536E-06 3.66330536E-06
0.6 4.15355712E-06 4.15355712E-06
0.7 4.53411033E-06 4.53411033E-06
0.8 4.91190949E-06 4.91190920E-06
0.9 5.17283501E-06 5.11100849E-06
1.0 5.45243291E-06 5.34357890E-06
1.1 5.76227738E-06 5.61866484E-06
1.2 5.88960876E-06 5.74936376E-06
1.3 6.26524099E-06 6.08755220E-06
1.4 6.50432725E-06 6.32091014E-06
1.5 6.72177909E-06 6.53941399E-06
1.6 6.92716820E-06 6.74904744E-06
1.7 7.07580070E-06 6.90010642E-06
1.8 7.20409882E-06 7.03042544E-06
1.9 7.31319467E-06 7.14109818E-06
2.0 7.41359900E-06 7.24348633E-06
