#wind_eta winds winds_init
0.5 8.73695538E-98 1.82201428E-98
0.6 1.34958879E-97 2.06585028E-98
0.7 3.44963283E-63 2.25512562E-98
0.8 1.52105254E-58 2.44303104E-98
0.9 2.49993737E-48 2.54205684E-98
1.0 3.04955603E-43 2.65773014E-98
1.1 1.47852760E-41 2.79454934E-98
1.2 2.95779574E-43 2.85955492E-98
1.3 4.64780361E-43 3.02775935E-98
1.4 5.80494560E-43 3.14382433E-98
1.5 6.00963006E-43 3.25250136E-98
1.6 6.89251648E-43 3.35676653E-98
1.7 6.78112028E-43 3.43189857E-98
1.8 8.13242769E-43 3.49671521E-98
1.9 8.03785000E-43 3.55176039E-98
2.0 8.81622119E-43 3.60268507E-98
