#wind_eta winds winds_init
0.5 4.23323694E-04 4.23323694E-04
0.6 4.79976134E-04 4.79976134E-04
0.7 5.23952046E-04 5.23952045E-04
0.8 5.67612633E-04 5.67609671E-04
0.9 6.54420540E-04 5.90617157E-04
1.0 7.61385504E-04 6.17492494E-04
1.1 8.76635030E-04 6.49280833E-04
1.2 8.86279125E-04 6.64384120E-04
1.3 1.04907672E-03 7.03464448E-04
1.4 1.12440020E-03 7.30430790E-04
1.5 1.18376920E-03 7.55680626E-04
1.6 1.23435712E-03 7.79905417E-04
1.7 1.26859039E-03 7.97361468E-04
1.8 1.29740613E-03 8.12420854E-04
1.9 1.32107349E-03 8.25209958E-04
2.0 1.34119233E-03 8.37041713E-04
