#wind_eta winds winds_init
0.5 2.86682232E-98 1.82174304E-98
0.6 3.73854295E-98 2.06554274E-98
0.7 3.43156057E-98 2.25478991E-98
0.8 2.43102464E-98 2.44266736E-98
0.9 2.50131696E-98 2.54167841E-98
1.0 2.62472106E-98 2.65733449E-98
1.1 2.46727828E-98 2.79413332E-98
1.2 3.05250931E-98 2.85912923E-98
1.3 2.37248298E-93 3.02730861E-98
1.4 7.10149854E-91 3.14335632E-98
1.5 2.20867803E-91 3.25201717E-98
1.6 2.44236484E-89 3.35626682E-98
1.7 1.84397394E-89 3.43138767E-98
1.8 3.67961959E-88 3.49619466E-98
1.9 5.64515175E-92 3.55123165E-98
2.0 3.34413623E-91 3.60214875E-98
