#wind_eta winds winds_init
0.5 2.82885938E-96 2.82466701E-96
0.6 3.21080527E-96 3.20268572E-96
0.7 2.31541190E-48 3.49611910E-96
0.8 9.89084667E-47 3.78742870E-96
0.9 8.89542667E-38 3.94094830E-96
1.0 1.15074433E-37 4.12027651E-96
1.1 4.88848499E-38 4.33238718E-96
1.2 3.75975737E-40 4.43316528E-96
1.3 6.45404017E-40 4.69393243E-96
1.4 9.21480322E-40 4.87386787E-96
1.5 9.28183868E-40 5.04234976E-96
1.6 1.11348117E-39 5.20399196E-96
1.7 1.24259741E-39 5.32046909E-96
1.8 1.51013975E-39 5.42095426E-96
1.9 1.57910918E-39 5.50629075E-96
2.0 1.77183612E-39 5.58523924E-96
