#int_mass winds winds_init
0.5 1.24471866E-06 1.24471866E-06
0.6 2.05754969E-06 1.84094075E-06
0.7 3.02278294E-06 2.11132092E-06
0.8 3.91392934E-06 2.37317235E-06
0.9 4.69527701E-06 2.61978007E-06
1.0 5.43566408E-06 2.86306074E-06
1.1 4.78384535E-06 3.00786807E-06
1.2 6.82532031E-06 3.35168900E-06
1.3 7.42606997E-06 3.59217204E-06
1.4 7.98017422E-06 3.83809817E-06
1.5 8.51557669E-06 4.10470679E-06
1.6 8.97691030E-06 4.34718298E-06
1.7 9.24829103E-06 4.45063525E-06
1.8 9.46061566E-06 4.52140292E-06
1.9 9.65128985E-06 4.58664935E-06
2.0 9.79811819E-06 4.64632179E-06
