#wind_eta winds winds_init
0.5 8.27741095E-98 1.82174304E-98
0.6 1.08718837E-97 2.06554274E-98
0.7 5.71633279E-91 2.25478991E-98
0.8 8.99319116E-87 2.44266736E-98
0.9 2.17697846E-79 2.54167841E-98
1.0 1.92130482E-74 2.65733449E-98
1.1 1.71894642E-74 2.79413332E-98
1.2 5.36745141E-75 2.85912923E-98
1.3 3.58881060E-74 3.02730861E-98
1.4 5.18369324E-74 3.14335632E-98
1.5 6.04146053E-74 3.25201717E-98
1.6 6.88403183E-74 3.35626682E-98
1.7 8.54839536E-74 3.43138767E-98
1.8 8.72097097E-74 3.49619466E-98
1.9 1.00164049E-73 3.55123165E-98
2.0 9.83958929E-74 3.60214875E-98
