#int_mass winds winds_init
0.5 1.19181872E-97 8.86229314E-99
0.6 1.79729906E-97 1.31073447E-98
0.7 2.22722553E-97 1.50324290E-98
0.8 2.44248928E-97 1.68967893E-98
0.9 2.60976016E-97 1.86526158E-98
1.0 2.80297968E-97 2.03847538E-98
1.1 3.16617742E-97 2.14157699E-98
1.2 3.20776187E-97 2.38637463E-98
1.3 3.57779434E-97 2.55759655E-98
1.4 3.86363274E-97 2.73269391E-98
1.5 4.11305254E-97 2.92251702E-98
1.6 4.27721598E-97 3.09515805E-98
1.7 4.44771679E-97 3.16881520E-98
1.8 4.44694077E-97 3.21920119E-98
1.9 4.63952272E-97 3.26565611E-98
2.0 4.77426424E-97 3.30814239E-98
