#wind_eta winds winds_init
0.5 8.41822750E-98 1.84073437E-98
0.6 9.91884988E-98 2.08707563E-98
0.7 7.33874723E-98 2.27829566E-98
0.8 5.50935611E-98 2.46813169E-98
0.9 5.28460963E-98 2.56817492E-98
1.0 5.94420118E-98 2.68503669E-98
1.1 7.99476079E-98 2.82326163E-98
1.2 1.03675996E-97 2.88893510E-98
1.3 1.06674655E-88 3.05886772E-98
1.4 4.26901609E-87 3.17612521E-98
1.5 4.45019005E-87 3.28591883E-98
1.6 9.31963899E-87 3.39125526E-98
1.7 3.30786034E-85 3.46715923E-98
1.8 3.89994171E-86 3.53264182E-98
1.9 1.16543756E-86 3.58825256E-98
2.0 6.59038339E-87 3.63970046E-98
