#int_mass winds winds_init
0.5 1.50852940E-04 1.50852940E-04
0.6 2.24784559E-04 2.23111722E-04
0.7 2.61732782E-04 2.55880288E-04
0.8 2.96436468E-04 2.87615216E-04
0.9 3.28502153E-04 3.17502693E-04
1.0 3.59487376E-04 3.46986949E-04
1.1 3.76717275E-04 3.64536787E-04
1.2 4.19639916E-04 4.06205962E-04
1.3 4.48600078E-04 4.35351161E-04
1.4 4.78044874E-04 4.65156033E-04
1.5 5.09924010E-04 4.97467506E-04
1.6 5.38706214E-04 5.26854264E-04
1.7 5.50693186E-04 5.39392101E-04
1.8 5.58710871E-04 5.47968746E-04
1.9 5.66075628E-04 5.55876249E-04
2.0 5.72849098E-04 5.63108215E-04
