#wind_eta winds winds_init
0.5 1.22757408E-09 2.28332852E-74
0.6 2.04699732E-12 2.58890114E-74
0.7 1.98434376E-12 2.82609894E-74
0.8 2.03446824E-12 3.06157998E-74
0.9 1.93424301E-12 3.18567804E-74
1.0 2.85306907E-12 3.33063856E-74
1.1 1.68222388E-12 3.50209889E-74
1.2 9.68352838E-11 3.58356318E-74
1.3 1.35518104E-12 3.79435514E-74
1.4 1.09410190E-12 3.93980652E-74
1.5 7.84858421E-13 4.07599939E-74
1.6 5.70947241E-13 4.20666337E-74
1.7 5.43097490E-13 4.30081803E-74
1.8 5.57552900E-13 4.38204553E-74
1.9 5.66251523E-13 4.45102756E-74
2.0 5.63789885E-13 4.51484582E-74
