#wind_eta winds winds_init
0.5 9.43928969E-04 9.25181894E-04
0.6 1.06347254E-03 1.04899687E-03
0.7 1.17544901E-03 1.14510705E-03
0.8 1.29405142E-03 1.24052161E-03
0.9 1.34831133E-03 1.29080490E-03
1.0 1.41404044E-03 1.34954146E-03
1.1 1.49266101E-03 1.41901547E-03
1.2 1.53317381E-03 1.45202399E-03
1.3 1.62498117E-03 1.53743478E-03
1.4 1.69214641E-03 1.59637023E-03
1.5 1.75489009E-03 1.65155422E-03
1.6 1.81541671E-03 1.70449795E-03
1.7 1.85891701E-03 1.74264848E-03
1.8 1.89619767E-03 1.77556105E-03
1.9 1.92772887E-03 1.80351188E-03
2.0 1.95676779E-03 1.82937040E-03
