#int_mass winds winds_init
0.5 1.12060455E-04 8.86229314E-99
0.6 3.63922667E-04 1.31073447E-98
0.7 3.72129278E-04 1.50324290E-98
0.8 3.78054054E-04 1.68967893E-98
0.9 3.82494261E-04 1.86526158E-98
1.0 3.85490460E-04 2.03847538E-98
1.1 4.05461330E-04 2.14157699E-98
1.2 3.91004259E-04 2.38637463E-98
1.3 3.92971207E-04 2.55759655E-98
1.4 3.93734164E-04 2.73269391E-98
1.5 3.94647332E-04 2.92251702E-98
1.6 4.00452532E-04 3.09515805E-98
1.7 4.03245296E-04 3.16881520E-98
1.8 4.04171843E-04 3.21920119E-98
1.9 4.04753060E-04 3.26565611E-98
2.0 4.07312173E-04 3.30814239E-98
