#int_mass winds winds_init
0.5 8.76045061E-03 8.76045061E-03
0.6 1.29138476E-02 1.29567194E-02
0.7 1.46935133E-02 1.48596813E-02
0.8 1.64343393E-02 1.67026170E-02
0.9 1.80871078E-02 1.84382661E-02
1.0 1.97284134E-02 2.01504990E-02
1.1 2.08366749E-02 2.11696670E-02
1.2 2.30603375E-02 2.35895121E-02
1.3 2.47164117E-02 2.52820550E-02
1.4 2.64181453E-02 2.70129070E-02
1.5 2.82704361E-02 2.88893243E-02
1.6 2.99601366E-02 3.05958952E-02
1.7 3.06762555E-02 3.13240023E-02
1.8 3.11653115E-02 3.18220720E-02
1.9 3.16171185E-02 3.22812827E-02
2.0 3.20329274E-02 3.27012631E-02
