#int_mass winds winds_init
0.5 5.67981258E-06 5.67981258E-06
0.6 8.60907734E-06 8.40045121E-06
0.7 1.03890054E-05 9.63423100E-06
0.8 1.20131113E-05 1.08290930E-05
0.9 1.34829269E-05 1.19543960E-05
1.0 1.48657014E-05 1.30645172E-05
1.1 1.52919511E-05 1.37252918E-05
1.2 1.74204760E-05 1.52941913E-05
1.3 1.86161462E-05 1.63915466E-05
1.4 1.98176523E-05 1.75137394E-05
1.5 2.10983927E-05 1.87303091E-05
1.6 2.22439372E-05 1.98367593E-05
1.7 2.27430174E-05 2.03088255E-05
1.8 2.30850398E-05 2.06317475E-05
1.9 2.33989567E-05 2.09294754E-05
2.0 2.36790440E-05 2.12017685E-05
