#wind_eta winds winds_init
0.5 1.41063740E-03 5.32960533E-04
0.6 1.59135761E-03 6.04285419E-04
0.7 1.97236635E-03 6.59650676E-04
0.8 2.37259364E-03 7.14615214E-04
0.9 2.56524441E-03 7.43581421E-04
1.0 2.80073465E-03 7.77417217E-04
1.1 3.08371681E-03 8.17438436E-04
1.2 3.22705760E-03 8.36453331E-04
1.3 3.55498816E-03 8.85655096E-04
1.4 3.79276164E-03 9.19605466E-04
1.5 4.01861969E-03 9.51394770E-04
1.6 4.23538140E-03 9.81893554E-04
1.7 4.37986815E-03 1.00387056E-03
1.8 4.51182823E-03 1.02283018E-03
1.9 4.62239808E-03 1.03893154E-03
2.0 4.72424265E-03 1.05382761E-03
