#wind_eta winds winds_init
0.5 6.65187118E-40 3.40023816E-46
0.6 1.73344415E-33 3.85528424E-46
0.7 4.37294103E-31 4.20850938E-46
0.8 5.07234855E-31 4.55917797E-46
0.9 3.35399294E-18 4.74397966E-46
1.0 5.25417529E-20 4.95984885E-46
1.1 1.90115526E-25 5.21518047E-46
1.2 5.38949245E-24 5.33649372E-46
1.3 2.46549018E-30 5.65039636E-46
1.4 3.16153225E-30 5.86699653E-46
1.5 3.63658566E-30 6.06980931E-46
1.6 4.34079809E-30 6.26438869E-46
1.7 5.10928718E-30 6.40459990E-46
1.8 5.91172606E-30 6.52556053E-46
1.9 6.68029820E-30 6.62828570E-46
2.0 7.47313154E-30 6.72332121E-46
