#int_mass winds winds_init
0.5 1.32971802E-05 1.32971802E-05
0.6 1.95765109E-05 1.96665491E-05
0.7 2.21671272E-05 2.25549881E-05
0.8 2.46768295E-05 2.53523155E-05
0.9 2.70522549E-05 2.79867962E-05
1.0 2.93973102E-05 3.05857344E-05
1.1 3.13731932E-05 3.21326937E-05
1.2 3.41254074E-05 3.58056915E-05
1.3 3.64744239E-05 3.83747430E-05
1.4 3.88997428E-05 4.10019423E-05
1.5 4.15619234E-05 4.38500902E-05
1.6 4.39866100E-05 4.64404343E-05
1.7 4.49577711E-05 4.75456025E-05
1.8 4.55928543E-05 4.83016050E-05
1.9 4.61766931E-05 4.89986248E-05
2.0 4.67282695E-05 4.96360983E-05
