#wind_eta winds winds_init
0.5 3.39467289E-05 3.39467289E-05
0.6 3.84897419E-05 3.84897419E-05
0.7 4.20162119E-05 4.20162119E-05
0.8 4.55171870E-05 4.55171584E-05
0.9 4.95326349E-05 4.73621505E-05
1.0 5.28540767E-05 4.95173093E-05
1.1 5.63141920E-05 5.20664464E-05
1.2 5.74101056E-05 5.32775933E-05
1.3 6.16617455E-05 5.64114819E-05
1.4 6.40478478E-05 5.85739385E-05
1.5 6.61454147E-05 6.05987468E-05
1.6 6.80977260E-05 6.25413558E-05
1.7 6.95214189E-05 6.39411731E-05
1.8 7.07535552E-05 6.51487996E-05
1.9 7.18030627E-05 6.61743700E-05
2.0 7.27581434E-05 6.71231696E-05
