#int_mass winds winds_init
0.5 4.54313498E-04 4.54313498E-04
0.6 6.68954590E-04 6.71930336E-04
0.7 7.58899005E-04 7.70617187E-04
0.8 8.47065161E-04 8.66191104E-04
0.9 9.30967622E-04 9.56201176E-04
1.0 1.01440359E-03 1.04499690E-03
1.1 1.07445465E-03 1.09785055E-03
1.2 1.18420396E-03 1.22334275E-03
1.3 1.26887343E-03 1.31111736E-03
1.4 1.35606494E-03 1.40087865E-03
1.5 1.45118217E-03 1.49818891E-03
1.6 1.53802564E-03 1.58669101E-03
1.7 1.57454769E-03 1.62445035E-03
1.8 1.59937483E-03 1.65028005E-03
1.9 1.62231618E-03 1.67409454E-03
2.0 1.64352412E-03 1.69587455E-03
