#wind_eta winds winds_init
0.5 1.41637565E-38 1.49751161E-30
0.6 1.69958660E-38 1.69792016E-30
0.7 1.98283654E-38 1.85348536E-30
0.8 2.26608784E-38 2.00792463E-30
0.9 2.54940159E-38 2.08931383E-30
1.0 2.83264767E-38 2.18438559E-30
1.1 3.11588959E-38 2.29683714E-30
1.2 3.39912734E-38 2.35026516E-30
1.3 1.06509358E-25 2.48851220E-30
1.4 2.41974138E-23 2.58390589E-30
1.5 4.45319795E-23 2.67322743E-30
1.6 4.95108751E-23 2.75892286E-30
1.7 5.20096708E-23 2.82067380E-30
1.8 5.42256559E-23 2.87394653E-30
1.9 5.60851523E-23 2.91918810E-30
2.0 5.79673241E-23 2.96104305E-30
