#wind_eta winds winds_init
0.5 2.51714232E-06 2.51714232E-06
0.6 2.85400570E-06 2.85400570E-06
0.7 3.11549266E-06 3.11549266E-06
0.8 3.37508939E-06 3.37508705E-06
0.9 3.92776859E-06 3.51189281E-06
1.0 4.41085179E-06 3.67169734E-06
1.1 4.85934828E-06 3.86071529E-06
1.2 4.92503349E-06 3.95052156E-06
1.3 5.47070247E-06 4.18289870E-06
1.4 5.70510732E-06 4.34324436E-06
1.5 5.88156770E-06 4.49338344E-06
1.6 6.02898055E-06 4.63742747E-06
1.7 6.13685037E-06 4.74122360E-06
1.8 6.22975031E-06 4.83076883E-06
1.9 6.30866907E-06 4.90681465E-06
2.0 6.37714861E-06 4.97716793E-06
