#int_mass winds winds_init
0.5 5.38158995E-04 5.38158995E-04
0.6 7.86357037E-04 7.95937950E-04
0.7 8.73774254E-04 9.12837880E-04
0.8 9.61011138E-04 1.02605037E-03
0.9 1.04577281E-03 1.13267219E-03
1.0 1.13106319E-03 1.23785554E-03
1.1 1.22339596E-03 1.30046355E-03
1.2 1.30797664E-03 1.44911588E-03
1.3 1.39858788E-03 1.55308967E-03
1.4 1.49354755E-03 1.65941679E-03
1.5 1.59891170E-03 1.77468608E-03
1.6 1.69580040E-03 1.87952161E-03
1.7 1.73444825E-03 1.92424960E-03
1.8 1.75992923E-03 1.95484628E-03
1.9 1.78358759E-03 1.98305583E-03
2.0 1.80622905E-03 2.00885544E-03
