#int_mass winds winds_init
0.5 3.39837854E-46 1.65412501E-46
0.6 4.09727521E-18 2.44645334E-46
0.7 3.26687317E-19 2.80576555E-46
0.8 8.28724826E-31 3.15374378E-46
0.9 1.19142466E-30 3.48146442E-46
1.0 1.58763098E-30 3.80476369E-46
1.1 1.21260341E-21 3.99720029E-46
1.2 2.56458134E-30 4.45410901E-46
1.3 3.18846435E-30 4.77369046E-46
1.4 3.79301239E-30 5.10050533E-46
1.5 4.36002399E-30 5.45480546E-46
1.6 4.89667464E-30 5.77703565E-46
1.7 5.56168923E-30 5.91451490E-46
1.8 6.52661444E-30 6.00855910E-46
1.9 7.20743946E-30 6.09526605E-46
2.0 8.02312635E-30 6.17456563E-46
